MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	167	185	3.2E-5	T	14-03-2020
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	8	27	3.2E-5	T	14-03-2020
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	PRINTS	PR00411	Pyridine nucleotide disulphide reductase class-I signature	7	29	6.1E-8	T	14-03-2020
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	PRINTS	PR00411	Pyridine nucleotide disulphide reductase class-I signature	367	374	6.1E-8	T	14-03-2020
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	PRINTS	PR00411	Pyridine nucleotide disulphide reductase class-I signature	159	168	6.1E-8	T	14-03-2020
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	Gene3D	G3DSA:1.10.8.260		265	327	1.4E-117	T	14-03-2020	IPR023166	HI0933-like insert domain superfamily		
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	Pfam	PF03486	HI0933-like protein	6	397	3.4E-136	T	14-03-2020
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	Gene3D	G3DSA:3.50.50.60		10	393	1.4E-117	T	14-03-2020	IPR036188	FAD/NAD(P)-binding domain superfamily		
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	SUPERFAMILY	SSF51905		4	399	2.2E-53	T	14-03-2020	IPR036188	FAD/NAD(P)-binding domain superfamily		
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	TIGRFAM	TIGR00275	TIGR00275: flavoprotein, HI0933 family	8	396	4.7E-117	T	14-03-2020	IPR004792	3-Dehydro-bile acid delta(4,6)-reductase-like		
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	Gene3D	G3DSA:2.40.30.10		192	344	1.4E-117	T	14-03-2020
MGA_788|LOCUS_07860	11d38e44dae7952d212cf12c5afd5e20	399	SUPERFAMILY	SSF160996		194	343	6.15E-33	T	14-03-2020
MGA_122|LOCUS_01220	8b58ca85778b8dd107c36cab0a8a5170	328	Gene3D	G3DSA:3.40.366.10		17	296	2.8E-91	T	14-03-2020	IPR001227	Acyl transferase domain superfamily	GO:0016740	
MGA_122|LOCUS_01220	8b58ca85778b8dd107c36cab0a8a5170	328	Pfam	PF00698	Acyl transferase domain	17	275	1.1E-34	T	14-03-2020	IPR014043	Acyl transferase		
MGA_122|LOCUS_01220	8b58ca85778b8dd107c36cab0a8a5170	328	Gene3D	G3DSA:3.30.70.250		134	207	2.8E-91	T	14-03-2020
MGA_122|LOCUS_01220	8b58ca85778b8dd107c36cab0a8a5170	328	SMART	SM00827	Acyl transferase domain in polyketide synthase (PKS) enzymes.	18	312	6.1E-38	T	14-03-2020	IPR020801	Polyketide synthase, acyl transferase domain		
MGA_122|LOCUS_01220	8b58ca85778b8dd107c36cab0a8a5170	328	SUPERFAMILY	SSF55048		139	202	1.07E-14	T	14-03-2020	IPR016036	Malonyl-CoA ACP transacylase, ACP-binding		
MGA_122|LOCUS_01220	8b58ca85778b8dd107c36cab0a8a5170	328	PIRSF	PIRSF000446		12	321	4.0E-105	T	14-03-2020	IPR024925	Malonyl CoA-acyl carrier protein transacylase		
MGA_122|LOCUS_01220	8b58ca85778b8dd107c36cab0a8a5170	328	SUPERFAMILY	SSF52151		15	318	1.62E-69	T	14-03-2020	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase		
MGA_122|LOCUS_01220	8b58ca85778b8dd107c36cab0a8a5170	328	TIGRFAM	TIGR00128	fabD: malonyl CoA-acyl carrier protein transacylase	14	298	3.4E-99	T	14-03-2020	IPR004410	Malonyl CoA-acyl carrier protein transacylase, FabD-type	GO:0004314	
MGA_1050|LOCUS_10470	f0a2acd932895167f6287db72c73213f	377	Gene3D	G3DSA:2.40.30.10		284	375	7.4E-26	T	14-03-2020
MGA_1050|LOCUS_10470	f0a2acd932895167f6287db72c73213f	377	Pfam	PF03054	tRNA methyl transferase	3	366	5.2E-134	T	14-03-2020
MGA_1050|LOCUS_10470	f0a2acd932895167f6287db72c73213f	377	Gene3D	G3DSA:3.40.50.620		1	214	1.2E-90	T	14-03-2020	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold		
