MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	Gene3D	G3DSA:3.30.70.1430		38	822	0.0	T	14-03-2020
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	SUPERFAMILY	SSF82714		727	814	1.24E-22	T	14-03-2020	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains		
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	SUPERFAMILY	SSF82714		182	272	3.92E-24	T	14-03-2020	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains		
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	SUPERFAMILY	SSF82866		837	1041	6.8E-42	T	14-03-2020
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	Gene3D	G3DSA:3.30.70.1430		571	673	0.0	T	14-03-2020
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	Gene3D	G3DSA:3.30.70.1440		674	874	0.0	T	14-03-2020
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	TIGRFAM	TIGR00915	2A0602: RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	1	1055	0.0	T	14-03-2020	IPR004764	Hydrophobe/amphiphile efflux-1 HAE1	GO:0015562|GO:0016021|GO:0042908	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	SUPERFAMILY	SSF82693		569	666	3.66E-26	T	14-03-2020
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	Pfam	PF00873	AcrB/AcrD/AcrF family	1	1041	0.0	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	Gene3D	G3DSA:3.30.2090.10		179	275	0.0	T	14-03-2020	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains		
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	Gene3D	G3DSA:1.20.1640.10		517	1038	0.0	T	14-03-2020
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	PRINTS	PR00702	Acriflavin resistance protein family signature	8	32	5.8E-111	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	PRINTS	PR00702	Acriflavin resistance protein family signature	336	359	5.8E-111	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	PRINTS	PR00702	Acriflavin resistance protein family signature	556	573	5.8E-111	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	PRINTS	PR00702	Acriflavin resistance protein family signature	36	54	5.8E-111	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	PRINTS	PR00702	Acriflavin resistance protein family signature	445	468	5.8E-111	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	PRINTS	PR00702	Acriflavin resistance protein family signature	470	493	5.8E-111	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	PRINTS	PR00702	Acriflavin resistance protein family signature	391	415	5.8E-111	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	PRINTS	PR00702	Acriflavin resistance protein family signature	625	639	5.8E-111	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	PRINTS	PR00702	Acriflavin resistance protein family signature	363	384	5.8E-111	T	14-03-2020	IPR001036	Acriflavin resistance protein	GO:0016020|GO:0022857|GO:0055085	
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	SUPERFAMILY	SSF82693		677	865	1.36E-23	T	14-03-2020
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	Gene3D	G3DSA:3.30.70.1320		133	332	0.0	T	14-03-2020
MGA_1688|LOCUS_16850	b050d7220b37ed7a58c326a9758ab3bc	1058	Gene3D	G3DSA:1.20.1640.10		8	516	0.0	T	14-03-2020
